,FGEOID,GEOID,NAME,NAMELSAD,GEOID_FILE,Memory Usage (GB)
1508,0500000US29227,29227,Worth,Worth County,0500000US29227.graphml,0.033123968000000004
1509,0500000US31163,31163,Sherman,Sherman County,0500000US31163.graphml,0.04606323200000001
1510,0500000US46021,46021,Campbell,Campbell County,0500000US46021.graphml,0.03487705600000002
1511,0500000US46063,46063,Harding,Harding County,0500000US46063.graphml,0.018284159999999994
1512,0500000US26057,26057,Gratiot,Gratiot County,0500000US26057.graphml,0.09082841600000002
1513,0500000US19175,19175,Union,Union County,0500000US19175.graphml,0.061095552
1514,0500000US17127,17127,Massac,Massac County,0500000US17127.graphml,0.126099072
1515,0500000US31113,31113,Logan,Logan County,0500000US31113.graphml,0.013553280000000001
1516,0500000US31121,31121,Merrick,Merrick County,0500000US31121.graphml,0.11720665600000005
1517,0500000US31161,31161,Sheridan,Sheridan County,0500000US31161.graphml,0.040779392
1518,0500000US21039,21039,Carlisle,Carlisle County,0500000US21039.graphml,0.03931712000000001
1519,0500000US56025,56025,Natrona,Natrona County,0500000US56025.graphml,0.12199897600000001
1520,0500000US13321,13321,Worth,Worth County,0500000US13321.graphml,0.09698879999999999
1521,0500000US18109,18109,Morgan,Morgan County,0500000US18109.graphml,0.2879893760000001
1522,0500000US48139,48139,Ellis,Ellis County,0500000US48139.graphml,0.5811605759999999
1523,0500000US13229,13229,Pierce,Pierce County,0500000US13229.graphml,0.13930048000000003
1524,0500000US18053,18053,Grant,Grant County,0500000US18053.graphml,0.15702387199999998
1525,0500000US12035,12035,Flagler,Flagler County,0500000US12035.graphml,0.22302681600000004
1526,0500000US28077,28077,Lawrence,Lawrence County,0500000US28077.graphml,0.063008384
1527,0500000US22127,22127,Winn,Winn Parish,0500000US22127.graphml,0.12804057600000004
1528,0500000US17073,17073,Henry,Henry County,0500000US17073.graphml,0.20775283200000003
1529,0500000US41041,41041,Lincoln,Lincoln County,0500000US41041.graphml,0.129564288
1530,0500000US23031,23031,York,York County,0500000US23031.graphml,0.485641856
1531,0500000US46029,46029,Codington,Codington County,0500000US46029.graphml,0.065769088
1532,0500000US13231,13231,Pike,Pike County,0500000US13231.graphml,0.10711820800000002
1533,0500000US13259,13259,Stewart,Stewart County,0500000US13259.graphml,0.06107507200000001
1534,0500000US34025,34025,Monmouth,Monmouth County,0500000US34025.graphml,1.1248267520000002
1535,0500000US05021,5021,Clay,Clay County,0500000US05021.graphml,0.11343423999999999
1536,0500000US05045,5045,Faulkner,Faulkner County,0500000US05045.graphml,0.309935744
1537,0500000US40041,40041,Delaware,Delaware County,0500000US40041.graphml,0.18616281600000004
1538,0500000US19107,19107,Keokuk,Keokuk County,0500000US19107.graphml,0.061787776000000016
1539,0500000US17061,17061,Greene,Greene County,0500000US17061.graphml,0.09560025600000002
1540,0500000US27075,27075,Lake,Lake County,0500000US27075.graphml,0.061386368000000024
1541,0500000US13285,13285,Troup,Troup County,0500000US13285.graphml,0.147111552
1542,0500000US06023,6023,Humboldt,Humboldt County,0500000US06023.graphml,0.27145792
1543,0500000US47043,47043,Dickson,Dickson County,0500000US47043.graphml,0.13164915200000002
1544,0500000US27003,27003,Anoka,Anoka County,0500000US27003.graphml,0.8941728000000001
1545,0500000US46009,46009,Bon Homme,Bon Homme County,0500000US46009.graphml,0.06395046399999998
1546,0500000US47059,47059,Greene,Greene County,0500000US47059.graphml,0.187235968
1547,0500000US51183,51183,Sussex,Sussex County,0500000US51183.graphml,0.08838310399999999
1548,0500000US18141,18141,St. Joseph,St. Joseph County,0500000US18141.graphml,0.43382336
1549,0500000US38067,38067,Pembina,Pembina County,0500000US38067.graphml,0.05068352000000001
1550,0500000US46007,46007,Bennett,Bennett County,0500000US46007.graphml,0.03452889600000003
1551,0500000US22115,22115,Vernon,Vernon Parish,0500000US22115.graphml,0.261160576
1552,0500000US23019,23019,Penobscot,Penobscot County,0500000US23019.graphml,0.21657152
1553,0500000US24041,24041,Talbot,Talbot County,0500000US24041.graphml,0.115691136
1554,0500000US13257,13257,Stephens,Stephens County,0500000US13257.graphml,0.15317772800000004
1555,0500000US06065,6065,Riverside,Riverside County,0500000US06065.graphml,1.95395136
1556,0500000US05005,5005,Baxter,Baxter County,0500000US05005.graphml,0.145235584
1557,0500000US28007,28007,Attala,Attala County,0500000US28007.graphml,0.09183603200000001
1558,0500000US19169,19169,Story,Story County,0500000US19169.graphml,0.12260928000000001
1559,0500000US20011,20011,Bourbon,Bourbon County,0500000US20011.graphml,0.101035648
1560,0500000US51049,51049,Cumberland,Cumberland County,0500000US51049.graphml,0.044744320000000004
1561,0500000US45085,45085,Sumter,Sumter County,0500000US45085.graphml,0.259075712
1562,0500000US54109,54109,Wyoming,Wyoming County,0500000US54109.graphml,0.10593036800000002
1563,0500000US06029,6029,Kern,Kern County,0500000US06029.graphml,0.806567552
1564,0500000US48097,48097,Cooke,Cooke County,0500000US48097.graphml,0.18970585600000003
1565,0500000US45075,45075,Orangeburg,Orangeburg County,0500000US45075.graphml,0.286256768
1566,0500000US55119,55119,Taylor,Taylor County,0500000US55119.graphml,0.08106355200000001
1567,0500000US27099,27099,Mower,Mower County,0500000US27099.graphml,0.11091520000000002
1568,0500000US27101,27101,Murray,Murray County,0500000US27101.graphml,0.06784985600000001
1569,0500000US44007,44007,Providence,Providence County,0500000US44007.graphml,0.9116176640000001
1570,0500000US29161,29161,Phelps,Phelps County,0500000US29161.graphml,0.18053491200000002
1571,0500000US28117,28117,Prentiss,Prentiss County,0500000US28117.graphml,0.08768678399999999
1572,0500000US21235,21235,Whitley,Whitley County,0500000US21235.graphml,0.12416166399999998
1573,0500000US18149,18149,Starke,Starke County,0500000US18149.graphml,0.08695360000000002
1574,0500000US48491,48491,Williamson,Williamson County,0500000US48491.graphml,0.706952832
1575,0500000US19131,19131,Mitchell,Mitchell County,0500000US19131.graphml,0.05924416000000002
1576,0500000US13107,13107,Emanuel,Emanuel County,0500000US13107.graphml,0.12428454399999997
1577,0500000US22025,22025,Catahoula,Catahoula Parish,0500000US22025.graphml,0.11316799999999996
1578,0500000US42025,42025,Carbon,Carbon County,0500000US42025.graphml,0.25459468799999996
1579,0500000US31133,31133,Pawnee,Pawnee County,0500000US31133.graphml,0.04702579200000001
1580,0500000US47171,47171,Unicoi,Unicoi County,0500000US47171.graphml,0.12975270399999997
1581,0500000US45083,45083,Spartanburg,Spartanburg County,0500000US45083.graphml,0.62166592
1582,0500000US55073,55073,Marathon,Marathon County,0500000US55073.graphml,0.28374592
1583,0500000US32007,32007,Elko,Elko County,0500000US32007.graphml,0.07319104000000001
1584,0500000US54007,54007,Braxton,Braxton County,0500000US54007.graphml,0.055135872
1585,0500000US26165,26165,Wexford,Wexford County,0500000US26165.graphml,0.07861004800000002
1586,0500000US48079,48079,Cochran,Cochran County,0500000US48079.graphml,0.09628019199999999
1587,0500000US42013,42013,Blair,Blair County,0500000US42013.graphml,0.24918796799999995
1588,0500000US29085,29085,Hickory,Hickory County,0500000US29085.graphml,0.068984448
1589,0500000US29009,29009,Barry,Barry County,0500000US29009.graphml,0.21954112
1590,0500000US27123,27123,Ramsey,Ramsey County,0500000US27123.graphml,0.9955119359999999
1591,0500000US05081,5081,Little River,Little River County,0500000US05081.graphml,0.09617779200000001
1592,0500000US32019,32019,Lyon,Lyon County,0500000US32019.graphml,0.12341619200000001
1593,0500000US12071,12071,Lee,Lee County,0500000US12071.graphml,0.8887578879999999
1594,0500000US41033,41033,Josephine,Josephine County,0500000US41033.graphml,0.08882137600000001
1595,0500000US28113,28113,Pike,Pike County,0500000US28113.graphml,0.11294681600000003
1596,0500000US47031,47031,Coffee,Coffee County,0500000US47031.graphml,0.132267648
1597,0500000US16059,16059,Lemhi,Lemhi County,0500000US16059.graphml,0.04659980800000002
1598,0500000US21183,21183,Ohio,Ohio County,0500000US21183.graphml,0.11082099199999998
1599,0500000US31153,31153,Sarpy,Sarpy County,0500000US31153.graphml,0.588238464
1600,0500000US13071,13071,Colquitt,Colquitt County,0500000US13071.graphml,0.10612288
1601,0500000US27167,27167,Wilkin,Wilkin County,0500000US27167.graphml,0.06854208
1602,0500000US17157,17157,Randolph,Randolph County,0500000US17157.graphml,0.13628172800000002
1603,0500000US23011,23011,Kennebec,Kennebec County,0500000US23011.graphml,0.237411968
1604,0500000US51173,51173,Smyth,Smyth County,0500000US51173.graphml,0.080326272
1605,0500000US35041,35041,Roosevelt,Roosevelt County,0500000US35041.graphml,0.11638336000000002
1606,0500000US42111,42111,Somerset,Somerset County,0500000US42111.graphml,0.31807449600000004
1607,0500000US51191,51191,Washington,Washington County,0500000US51191.graphml,0.203611776
1608,0500000US37081,37081,Guilford,Guilford County,0500000US37081.graphml,0.715861632
1609,0500000US16001,16001,Ada,Ada County,0500000US16001.graphml,0.5799440640000001
1610,0500000US40039,40039,Custer,Custer County,0500000US40039.graphml,0.19880716799999995
1611,0500000US39101,39101,Marion,Marion County,0500000US39101.graphml,0.10170329600000003
1612,0500000US17149,17149,Pike,Pike County,0500000US17149.graphml,0.15412800000000001
1613,0500000US17203,17203,Woodford,Woodford County,0500000US17203.graphml,0.24303987200000002
1614,0500000US13245,13245,Richmond,Richmond County,0500000US13245.graphml,0.348597888
1615,0500000US01107,1107,Pickens,Pickens County,0500000US01107.graphml,0.11150092800000003
1616,0500000US40045,40045,Ellis,Ellis County,0500000US40045.graphml,0.093806208
1617,0500000US17145,17145,Perry,Perry County,0500000US17145.graphml,0.120802944
1618,0500000US19075,19075,Grundy,Grundy County,0500000US19075.graphml,0.09767692800000002
1619,0500000US08107,8107,Routt,Routt County,0500000US08107.graphml,0.06263155200000001
1620,0500000US34035,34035,Somerset,Somerset County,0500000US34035.graphml,0.8545153279999999
1621,0500000US06011,6011,Colusa,Colusa County,0500000US06011.graphml,0.06732966399999998
1622,0500000US17087,17087,Johnson,Johnson County,0500000US17087.graphml,0.074817152
1623,0500000US08053,8053,Hinsdale,Hinsdale County,0500000US08053.graphml,0.008105600000000018
1624,0500000US16031,16031,Cassia,Cassia County,0500000US16031.graphml,0.17661913600000004
1625,0500000US27059,27059,Isanti,Isanti County,0500000US27059.graphml,0.18264435199999998
1626,0500000US42049,42049,Erie,Erie County,0500000US42049.graphml,0.27553753599999997
1627,0500000US28029,28029,Copiah,Copiah County,0500000US28029.graphml,0.08657676800000003
1628,0500000US48467,48467,Van Zandt,Van Zandt County,0500000US48467.graphml,0.22976883200000006
1629,0500000US51161,51161,Roanoke,Roanoke County,0500000US51161.graphml,0.268869248
1630,0500000US51015,51015,Augusta,Augusta County,0500000US51015.graphml,0.20129344000000002
1631,0500000US49031,49031,Piute,Piute County,0500000US49031.graphml,0.011259519999999995
1632,0500000US21161,21161,Mason,Mason County,0500000US21161.graphml,0.08238656
1633,0500000US27009,27009,Benton,Benton County,0500000US27009.graphml,0.15703616
1634,0500000US48129,48129,Donley,Donley County,0500000US48129.graphml,0.089284224
1635,0500000US12005,12005,Bay,Bay County,0500000US12005.graphml,0.27815078400000004
1636,0500000US01077,1077,Lauderdale,Lauderdale County,0500000US01077.graphml,0.26904128000000005
1637,0500000US18045,18045,Fountain,Fountain County,0500000US18045.graphml,0.08567564800000002
1638,0500000US17173,17173,Shelby,Shelby County,0500000US17173.graphml,0.16551488
1639,0500000US17051,17051,Fayette,Fayette County,0500000US17051.graphml,0.141258368
1640,0500000US39127,39127,Perry,Perry County,0500000US39127.graphml,0.14175807999999998
1641,0500000US51590,51590,Danville,Danville city,0500000US51590.graphml,0.080068224
1642,0500000US13011,13011,Banks,Banks County,0500000US13011.graphml,0.130625152
1643,0500000US13305,13305,Wayne,Wayne County,0500000US13305.graphml,0.12086028800000001
1644,0500000US40109,40109,Oklahoma,Oklahoma County,0500000US40109.graphml,0.965820032
1645,0500000US40069,40069,Johnston,Johnston County,0500000US40069.graphml,0.07537830399999998
1646,0500000US37099,37099,Jackson,Jackson County,0500000US37099.graphml,0.25208384000000006
1647,0500000US49043,49043,Summit,Summit County,0500000US49043.graphml,0.09740249600000003
1648,0500000US29167,29167,Polk,Polk County,0500000US29167.graphml,0.14689855999999998
1649,0500000US32015,32015,Lander,Lander County,0500000US32015.graphml,0.015842943999999998
1650,0500000US19191,19191,Winneshiek,Winneshiek County,0500000US19191.graphml,0.10008128000000002
1651,0500000US21023,21023,Bracken,Bracken County,0500000US21023.graphml,0.035110528
1652,0500000US55037,55037,Florence,Florence County,0500000US55037.graphml,0.07654566399999999
1653,0500000US54087,54087,Roane,Roane County,0500000US54087.graphml,0.059432576000000015
1654,0500000US27159,27159,Wadena,Wadena County,0500000US27159.graphml,0.061931136000000025
1655,0500000US51670,51670,Hopewell,Hopewell city,0500000US51670.graphml,0.13762112
1656,0500000US17201,17201,Winnebago,Winnebago County,0500000US17201.graphml,0.36861094399999994
1657,0500000US04007,4007,Gila,Gila County,0500000US04007.graphml,0.14391257600000004
1658,0500000US24045,24045,Wicomico,Wicomico County,0500000US24045.graphml,0.147967616
1659,0500000US21043,21043,Carter,Carter County,0500000US21043.graphml,0.11542489600000003
1660,0500000US37097,37097,Iredell,Iredell County,0500000US37097.graphml,0.4689178879999999
1661,0500000US51083,51083,Halifax,Halifax County,0500000US51083.graphml,0.10381273600000004
1662,0500000US37091,37091,Hertford,Hertford County,0500000US37091.graphml,0.06136998399999999
1663,0500000US36057,36057,Montgomery,Montgomery County,0500000US36057.graphml,0.13367667200000002
1664,0500000US27113,27113,Pennington,Pennington County,0500000US27113.graphml,0.05551679999999998
1665,0500000US53073,53073,Whatcom,Whatcom County,0500000US53073.graphml,0.34691443200000005
1666,0500000US41021,41021,Gilliam,Gilliam County,0500000US41021.graphml,0.024141440000000014
1667,0500000US34029,34029,Ocean,Ocean County,0500000US34029.graphml,0.7430959359999999
1668,0500000US05009,5009,Boone,Boone County,0500000US05009.graphml,0.120528512
1669,0500000US40031,40031,Comanche,Comanche County,0500000US40031.graphml,0.219000448
1670,0500000US48253,48253,Jones,Jones County,0500000US48253.graphml,0.17221184000000003
1671,0500000US48185,48185,Grimes,Grimes County,0500000US48185.graphml,0.12296153600000001
1672,0500000US26049,26049,Genesee,Genesee County,0500000US26049.graphml,0.386088576
1673,0500000US22007,22007,Assumption,Assumption Parish,0500000US22007.graphml,0.08320985600000003
1674,0500000US28013,28013,Calhoun,Calhoun County,0500000US28013.graphml,0.05418969600000001
1675,0500000US28041,28041,Greene,Greene County,0500000US28041.graphml,0.07538240000000002
1676,0500000US30017,30017,Custer,Custer County,0500000US30017.graphml,0.04788185600000003
1677,0500000US46109,46109,Roberts,Roberts County,0500000US46109.graphml,0.097185408
1678,0500000US17141,17141,Ogle,Ogle County,0500000US17141.graphml,0.20158015999999998
1679,0500000US38077,38077,Richland,Richland County,0500000US38077.graphml,0.09243404800000002
1680,0500000US55005,55005,Barron,Barron County,0500000US55005.graphml,0.133209728
1681,0500000US55051,55051,Iron,Iron County,0500000US55051.graphml,0.084348544
1682,0500000US27157,27157,Wabasha,Wabasha County,0500000US27157.graphml,0.11374963200000002
1683,0500000US06015,6015,Del Norte,Del Norte County,0500000US06015.graphml,0.073260672
1684,0500000US40127,40127,Pushmataha,Pushmataha County,0500000US40127.graphml,0.06929574399999999
1685,0500000US53007,53007,Chelan,Chelan County,0500000US53007.graphml,0.14018112000000002
1686,0500000US26141,26141,Presque Isle,Presque Isle County,0500000US26141.graphml,0.06356953600000001
1687,0500000US40027,40027,Cleveland,Cleveland County,0500000US40027.graphml,0.5383450879999999
1688,0500000US36105,36105,Sullivan,Sullivan County,0500000US36105.graphml,0.27670079999999997
1689,0500000US37149,37149,Polk,Polk County,0500000US37149.graphml,0.18635532799999996
1690,0500000US37165,37165,Scotland,Scotland County,0500000US37165.graphml,0.12221606399999999
1691,0500000US37085,37085,Harnett,Harnett County,0500000US37085.graphml,0.349712
1692,0500000US37105,37105,Lee,Lee County,0500000US37105.graphml,0.118627968
1693,0500000US18159,18159,Tipton,Tipton County,0500000US18159.graphml,0.125738624
1694,0500000US20027,20027,Clay,Clay County,0500000US20027.graphml,0.07848307199999999
1695,0500000US40145,40145,Wagoner,Wagoner County,0500000US40145.graphml,0.40821107199999995
1696,0500000US30083,30083,Richland,Richland County,0500000US30083.graphml,0.04480985600000001
1697,0500000US05003,5003,Ashley,Ashley County,0500000US05003.graphml,0.0895136
1698,0500000US05041,5041,Desha,Desha County,0500000US05041.graphml,0.054517376000000034
1699,0500000US47135,47135,Perry,Perry County,0500000US47135.graphml,0.07476390399999999
1700,0500000US27163,27163,Washington,Washington County,0500000US27163.graphml,0.6346338559999999
1701,0500000US51740,51740,Portsmouth,Portsmouth city,0500000US51740.graphml,0.47621696
1702,0500000US42051,42051,Fayette,Fayette County,0500000US42051.graphml,0.4129951999999999
1703,0500000US54023,54023,Grant,Grant County,0500000US54023.graphml,0.047517312000000006
1704,0500000US51171,51171,Shenandoah,Shenandoah County,0500000US51171.graphml,0.16785369600000002
1705,0500000US48235,48235,Irion,Irion County,0500000US48235.graphml,0.024125056000000034
1706,0500000US29025,29025,Caldwell,Caldwell County,0500000US29025.graphml,0.07582476800000001
1707,0500000US12107,12107,Putnam,Putnam County,0500000US12107.graphml,0.24663616000000002
1708,0500000US18025,18025,Crawford,Crawford County,0500000US18025.graphml,0.059035264000000004
1709,0500000US29111,29111,Lewis,Lewis County,0500000US29111.graphml,0.09055808000000001
1710,0500000US31075,31075,Grant,Grant County,0500000US31075.graphml,0.005828224000000021
1711,0500000US16071,16071,Oneida,Oneida County,0500000US16071.graphml,0.06383577600000001
1712,0500000US17139,17139,Moultrie,Moultrie County,0500000US17139.graphml,0.09616550399999998
1713,0500000US21107,21107,Hopkins,Hopkins County,0500000US21107.graphml,0.126758528
1714,0500000US16035,16035,Clearwater,Clearwater County,0500000US16035.graphml,0.09595251199999999
1715,0500000US21013,21013,Bell,Bell County,0500000US21013.graphml,0.12042201599999999
1716,0500000US27035,27035,Crow Wing,Crow Wing County,0500000US27035.graphml,0.186777216
1717,0500000US04009,4009,Graham,Graham County,0500000US04009.graphml,0.06397504000000001
1718,0500000US05123,5123,St. Francis,St. Francis County,0500000US05123.graphml,0.10527910399999998
1719,0500000US13101,13101,Echols,Echols County,0500000US13101.graphml,0.06403648
1720,0500000US20105,20105,Lincoln,Lincoln County,0500000US20105.graphml,0.05071219199999999
1721,0500000US20183,20183,Smith,Smith County,0500000US20183.graphml,0.07499328
1722,0500000US12065,12065,Jefferson,Jefferson County,0500000US12065.graphml,0.063123072
1723,0500000US28005,28005,Amite,Amite County,0500000US28005.graphml,0.10076121600000001
1724,0500000US05097,5097,Montgomery,Montgomery County,0500000US05097.graphml,0.087109248
1725,0500000US26025,26025,Calhoun,Calhoun County,0500000US26025.graphml,0.19890547200000006
1726,0500000US01029,1029,Cleburne,Cleburne County,0500000US01029.graphml,0.18409024
1727,0500000US08123,8123,Weld,Weld County,0500000US08123.graphml,0.846421632
1728,0500000US40009,40009,Beckham,Beckham County,0500000US40009.graphml,0.11734182400000001
1729,0500000US06049,6049,Modoc,Modoc County,0500000US06049.graphml,0.06696102399999998
1730,0500000US19153,19153,Polk,Polk County,0500000US19153.graphml,0.44633663999999995
1731,0500000US13179,13179,Liberty,Liberty County,0500000US13179.graphml,0.15175232000000002
1732,0500000US48349,48349,Navarro,Navarro County,0500000US48349.graphml,0.26316352
1733,0500000US48047,48047,Brooks,Brooks County,0500000US48047.graphml,0.06525299200000001
1734,0500000US47187,47187,Williamson,Williamson County,0500000US47187.graphml,0.5045858559999999
1735,0500000US56021,56021,Laramie,Laramie County,0500000US56021.graphml,0.13735487999999998
1736,0500000US53003,53003,Asotin,Asotin County,0500000US53003.graphml,0.06519155199999999
1737,0500000US27155,27155,Traverse,Traverse County,0500000US27155.graphml,0.052563584
1738,0500000US17017,17017,Cass,Cass County,0500000US17017.graphml,0.08159193600000003
1739,0500000US13247,13247,Rockdale,Rockdale County,0500000US13247.graphml,0.3892547839999999
1740,0500000US42067,42067,Juniata,Juniata County,0500000US42067.graphml,0.16078809600000002
1741,0500000US42083,42083,McKean,McKean County,0500000US42083.graphml,0.11103808000000001
1742,0500000US40049,40049,Garvin,Garvin County,0500000US40049.graphml,0.114728576
1743,0500000US31021,31021,Burt,Burt County,0500000US31021.graphml,0.06157888
1744,0500000US35045,35045,San Juan,San Juan County,0500000US35045.graphml,0.298512
1745,0500000US36073,36073,Orleans,Orleans County,0500000US36073.graphml,0.06620326399999998
1746,0500000US22031,22031,De Soto,De Soto Parish,0500000US22031.graphml,0.171314816
1747,0500000US06019,6019,Fresno,Fresno County,0500000US06019.graphml,0.783199872
1748,0500000US13105,13105,Elbert,Elbert County,0500000US13105.graphml,0.09732057600000002
1749,0500000US01005,1005,Barbour,Barbour County,0500000US01005.graphml,0.10654476800000004
1750,0500000US37017,37017,Bladen,Bladen County,0500000US37017.graphml,0.11578944
1751,0500000US48111,48111,Dallam,Dallam County,0500000US48111.graphml,0.049819264
1752,0500000US17167,17167,Sangamon,Sangamon County,0500000US17167.graphml,0.313572992
1753,0500000US40035,40035,Craig,Craig County,0500000US40035.graphml,0.10491865600000003
1754,0500000US47035,47035,Cumberland,Cumberland County,0500000US47035.graphml,0.16795609600000003
1755,0500000US26137,26137,Otsego,Otsego County,0500000US26137.graphml,0.09120524800000002
1756,0500000US19161,19161,Sac,Sac County,0500000US19161.graphml,0.073752192
1757,0500000US49015,49015,Emery,Emery County,0500000US49015.graphml,0.03343526399999999
1758,0500000US53019,53019,Ferry,Ferry County,0500000US53019.graphml,0.11463436800000001
1759,0500000US30109,30109,Wibaux,Wibaux County,0500000US30109.graphml,0.017591936000000002
1760,0500000US35027,35027,Lincoln,Lincoln County,0500000US35027.graphml,0.09193843199999999
1761,0500000US40021,40021,Cherokee,Cherokee County,0500000US40021.graphml,0.22702041600000003
1762,0500000US27173,27173,Yellow Medicine,Yellow Medicine County,0500000US27173.graphml,0.08962009600000001
1763,0500000US48231,48231,Hunt,Hunt County,0500000US48231.graphml,0.34333862400000004
1764,0500000US48335,48335,Mitchell,Mitchell County,0500000US48335.graphml,0.06664153600000003
1765,0500000US48499,48499,Wood,Wood County,0500000US48499.graphml,0.15991155199999998
1766,0500000US40113,40113,Osage,Osage County,0500000US40113.graphml,0.541044352
1767,0500000US37039,37039,Cherokee,Cherokee County,0500000US37039.graphml,0.169995904
1768,0500000US26107,26107,Mecosta,Mecosta County,0500000US26107.graphml,0.12995750399999997
1769,0500000US21195,21195,Pike,Pike County,0500000US21195.graphml,0.14717299199999997
1770,0500000US12067,12067,Lafayette,Lafayette County,0500000US12067.graphml,0.046820992000000006
1771,0500000US37035,37035,Catawba,Catawba County,0500000US37035.graphml,0.434585216
1772,0500000US21025,21025,Breathitt,Breathitt County,0500000US21025.graphml,0.08816601600000001
1773,0500000US48075,48075,Childress,Childress County,0500000US48075.graphml,0.07358016
1774,0500000US29181,29181,Ripley,Ripley County,0500000US29181.graphml,0.067731072
1775,0500000US17179,17179,Tazewell,Tazewell County,0500000US17179.graphml,0.32610675200000006
1776,0500000US48243,48243,Jeff Davis,Jeff Davis County,0500000US48243.graphml,0.023592576000000032
1777,0500000US51678,51678,Lexington,Lexington city,0500000US51678.graphml,0.04082444800000001
1778,0500000US05135,5135,Sharp,Sharp County,0500000US05135.graphml,0.130322048
1779,0500000US08069,8069,Larimer,Larimer County,0500000US08069.graphml,0.483606144
1780,0500000US37177,37177,Tyrrell,Tyrrell County,0500000US37177.graphml,0.01689971200000001
1781,0500000US27131,27131,Rice,Rice County,0500000US27131.graphml,0.144473728
1782,0500000US29219,29219,Warren,Warren County,0500000US29219.graphml,0.21355276799999998
1783,0500000US21227,21227,Warren,Warren County,0500000US21227.graphml,0.17636928
1784,0500000US22017,22017,Caddo,Caddo Parish,0500000US22017.graphml,0.39882713599999997
1785,0500000US46121,46121,Todd,Todd County,0500000US46121.graphml,0.03986188800000001
1786,0500000US19127,19127,Marshall,Marshall County,0500000US19127.graphml,0.08078502399999998
1787,0500000US40141,40141,Tillman,Tillman County,0500000US40141.graphml,0.10199001600000004
1788,0500000US37113,37113,Macon,Macon County,0500000US37113.graphml,0.210902656
1789,0500000US54063,54063,Monroe,Monroe County,0500000US54063.graphml,0.07737305600000002
1790,0500000US18155,18155,Switzerland,Switzerland County,0500000US18155.graphml,0.06499904000000001
1791,0500000US21105,21105,Hickman,Hickman County,0500000US21105.graphml,0.051863168000000015
1792,0500000US01061,1061,Geneva,Geneva County,0500000US01061.graphml,0.18640857600000002
1793,0500000US17099,17099,LaSalle,LaSalle County,0500000US17099.graphml,0.2511008
1794,0500000US19055,19055,Delaware,Delaware County,0500000US19055.graphml,0.07926950399999999
1795,0500000US20127,20127,Morris,Morris County,0500000US20127.graphml,0.06920153600000001
1796,0500000US19051,19051,Davis,Davis County,0500000US19051.graphml,0.05602470399999998
1797,0500000US16015,16015,Boise,Boise County,0500000US16015.graphml,0.09882380800000001
1798,0500000US55081,55081,Monroe,Monroe County,0500000US55081.graphml,0.14356032
1799,0500000US37143,37143,Perquimans,Perquimans County,0500000US37143.graphml,0.06319270399999999
1800,0500000US12047,12047,Hamilton,Hamilton County,0500000US12047.graphml,0.081424
1801,0500000US18035,18035,Delaware,Delaware County,0500000US18035.graphml,0.267755136
1802,0500000US12075,12075,Levy,Levy County,0500000US12075.graphml,0.23991052799999998
1803,0500000US28045,28045,Hancock,Hancock County,0500000US28045.graphml,0.21247552
1804,0500000US13315,13315,Wilcox,Wilcox County,0500000US13315.graphml,0.044830336000000026
1805,0500000US22081,22081,Red River,Red River Parish,0500000US22081.graphml,0.050527872
1806,0500000US47093,47093,Knox,Knox County,0500000US47093.graphml,0.63135296
1807,0500000US23017,23017,Oxford,Oxford County,0500000US23017.graphml,0.24775846399999998
1808,0500000US29095,29095,Jackson,Jackson County,0500000US29095.graphml,1.1708739840000002
1809,0500000US13281,13281,Towns,Towns County,0500000US13281.graphml,0.12011481600000004
1810,0500000US28129,28129,Smith,Smith County,0500000US28129.graphml,0.09467865600000003
1811,0500000US16075,16075,Payette,Payette County,0500000US16075.graphml,0.123207296
1812,0500000US16079,16079,Shoshone,Shoshone County,0500000US16079.graphml,0.08898112
1813,0500000US37095,37095,Hyde,Hyde County,0500000US37095.graphml,0.02335500800000001
1814,0500000US19067,19067,Floyd,Floyd County,0500000US19067.graphml,0.07706585600000002
1815,0500000US21145,21145,McCracken,McCracken County,0500000US21145.graphml,0.145432192
1816,0500000US21225,21225,Union,Union County,0500000US21225.graphml,0.071339648
1817,0500000US46125,46125,Turner,Turner County,0500000US46125.graphml,0.081337984
1818,0500000US47029,47029,Cocke,Cocke County,0500000US47029.graphml,0.14626367999999998
1819,0500000US47067,47067,Hancock,Hancock County,0500000US47067.graphml,0.06979545600000003
1820,0500000US47071,47071,Hardin,Hardin County,0500000US47071.graphml,0.11628915199999998
1821,0500000US45067,45067,Marion,Marion County,0500000US45067.graphml,0.16000985600000003
1822,0500000US22117,22117,Washington,Washington Parish,0500000US22117.graphml,0.176750208
1823,0500000US29207,29207,Stoddard,Stoddard County,0500000US29207.graphml,0.169594496
1824,0500000US13093,13093,Dooly,Dooly County,0500000US13093.graphml,0.08437312
1825,0500000US27145,27145,Stearns,Stearns County,0500000US27145.graphml,0.30018726399999995
1826,0500000US31155,31155,Saunders,Saunders County,0500000US31155.graphml,0.18689600000000003
1827,0500000US27141,27141,Sherburne,Sherburne County,0500000US27141.graphml,0.329465472
1828,0500000US46035,46035,Davison,Davison County,0500000US46035.graphml,0.059584128000000014
1829,0500000US47025,47025,Claiborne,Claiborne County,0500000US47025.graphml,0.130911872
1830,0500000US48337,48337,Montague,Montague County,0500000US48337.graphml,0.104828544
1831,0500000US48049,48049,Brown,Brown County,0500000US48049.graphml,0.13045312
